Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
IHH,ENSG00000163501,9.9188237327706e-19,3.58739990772559e-19,0.0000016808904946819,-0.00416952724892317,missense|LC,2219055118,2,219055118,
RPL5,ENSG00000122406,2.36394217275664e-18,4.43690548821419e-17,3.3770602467952e-19,0.00305386144814128,missense|LC,1092831978,1,92831978,
ABCB6,ENSG00000115657,5.97497221524804e-17,0.00194330044887525,8.53567459321148e-18,-0.000532793905185218,missense|LC,2219206891,2,219206891,
HAPLN3,ENSG00000140511,6.63098234208794e-17,0.000340337842359761,9.47283191726849e-18,-0.000842041960491869,missense|LC,15088872831,15,88872831,
WDR6,ENSG00000178252,1.31707164378727e-16,7.77323898708934e-15,8.59466874296224e-13,-0.00185929099266161,missense|LC,3049002464,3,49002464,
SPSB3,ENSG00000162032,1.48860084972847e-16,1.37068590033707e-7,2.18437180564157e-17,-0.00136919302489763,missense|LC,16001772136,16,1772136,
MTMR11,ENSG00000014914,2.05043299896436e-16,1.05346593761266e-12,7.07719352572272e-16,0.00191087911450967,missense|LC,1149923654,1,149923654,
THBS3,ENSG00000169231,2.07770392037638e-16,4.76156854421869e-13,1.73787860768826e-8,-0.00258412387461243,missense|LC,1155191883,1,155191883,
EXD1,ENSG00000178997,1.31303482005451e-15,3.03909835727273e-11,3.39649841697995e-16,-0.00191456319910201,missense|LC,15041183847,15,41183847,
ESR1,ENSG00000091831,9.50583213549474e-15,3.83231466431187e-12,9.74073878479821e-14,0.00170485902474131,missense|LC,6151807852,6,151807852,
HDAC6,ENSG00000094631,1.46665989598538e-14,1.00456273299798e-7,4.48521629222858e-15,0.00109140904584023,missense|LC,23048801778,X,48801778,
CLEC3A,ENSG00000166509,1.88296368534945e-14,6.7060954500503e-11,1.8780054009518e-14,0.00301234400813911,missense|LC,16078022499,16,78022499,
FIBIN,ENSG00000176971,2.78373855670015e-14,3.9767693667145e-15,1.27305818968482e-9,-0.00324454542976501,missense|LC,11026994451,11,26994451,
NRK,ENSG00000123572,5.73249606453085e-14,0.202790509266476,8.18928009218693e-15,-0.000239594758726961,missense|LC,23105822797,X,105822797,
ELN,ENSG00000049540,7.00169665404379e-14,9.10866659209475e-7,1.46953115978891e-14,-0.00119435466232805,missense|LC,7074028117,7,74028117,
NOX4,ENSG00000086991,8.72906972723045e-14,1.57073647906252e-10,4.309343393709e-13,-0.00167169562150429,missense|LC,11089326687,11,89326687,
ATAD2,ENSG00000156802,1.29525095669339e-13,0.0608379564085764,1.85035850956199e-14,-0.000336965096513852,missense|LC,8123321072,8,123321072,
PTCH1,ENSG00000185920,1.64920405526066e-13,0.0685852425863869,2.35600579322952e-14,0.000391931627808586,missense|LC,9095446803,9,95446803,
GYG1,ENSG00000163754,2.27729634316974e-13,1.00740225050799e-7,4.55236899695648e-14,-0.00191887463158827,missense|LC,3148986543,3,148986543,
CTU2,ENSG00000174177,2.52316740096682e-13,0.59818959404032,3.60452485852403e-14,-0.000119190115287019,missense|LC,16088702623,16,88702623,
SMG7,ENSG00000116698,3.36221379326221e-13,0.0140449691055488,4.80316256180315e-14,-0.000572840314553618,missense|LC,1183472525,1,183472525,
TMEM150B,ENSG00000180061,4.19288454387871e-13,2.16656466101028e-8,7.71751744329104e-14,-0.00186887577340684,missense|LC,19055308586,19,55308586,
HLA-C,ENSG00000204525,7.43896481868748e-13,8.47112979585774e-12,4.4941713785553e-13,-0.0019027031094303,missense|LC,6031269122,6,31269122,
TARS2,ENSG00000143374,1.14552235745006e-12,3.19108641955168e-7,1.7243102395527e-13,0.00138700603747468,missense|LC,1150487342,1,150487342,
UBA7,ENSG00000182179,1.59067137980438e-12,0.0000140538856225891,4.5724684970436e-13,0.000918639064674742,missense|LC,3049803295,3,49803295,
TXLNA,ENSG00000084652,2.36970973807251e-12,3.00462635129626e-8,5.17644585335771e-13,-0.00205421071069802,missense|LC,1032180213,1,32180213,
ETV7,ENSG00000010030,2.54676251361105e-12,0.00000316897978025477,4.29177006068564e-13,-0.0010324180479536,missense|LC,6036366110,6,36366110,
ADAMTS17,ENSG00000140470,2.76809557728755e-12,1.85108759051071e-12,0.00000188999866412853,-0.00328807725480805,missense|LC,15099974295,15,99974295,
GRM4,ENSG00000124493,4.62845582636546e-12,0.266514726368801,6.61207975195065e-13,0.000396973008756309,missense|LC,6034022763,6,34022763,
AXIN1,ENSG00000103126,3.0219204451405e-11,0.00000122483636344484,9.46296758770603e-12,-0.000977426796527493,missense|LC,16000282323,16,282323,
NKAPL,ENSG00000189134,3.08913306014509e-11,5.61237233085289e-10,6.76092466908294e-11,-0.00163077131606149,missense|LC,6028259298,6,28259298,
CERS2,ENSG00000143418,4.13702238021382e-11,0.00000188629850039757,5.91003197173403e-12,0.00156214422299291,missense|LC,1150960493,1,150960493,
MICA,ENSG00000204520,5.01690263883823e-11,2.2886021247511e-10,2.26471829957609e-10,-0.00188252132157475,missense|LC,6031399933,6,31399933,
DDR2,ENSG00000162733,5.16627451147538e-11,1.7204499038301e-11,0.000212313270597009,-0.00287387828511247,missense|LC,1162718970,1,162718970,
ADAMTS3,ENSG00000156140,6.62927233421155e-11,7.09451420943807e-8,5.25293864526024e-10,-0.00116670668026055,missense|LC,4072283077,4,72283077,
TRIM27,ENSG00000204713,7.66665918664434e-11,0.00000130522141439382,2.39396072304383e-11,-0.00325739002773785,missense|LC,6028904010,6,28904010,
ACAN,ENSG00000157766,9.51638551375734e-11,3.20830821430748e-9,0.00000486899638529881,-0.000969973683067245,missense|LC,15088836159,15,88836159,
LPP,ENSG00000145012,1.07792925809845e-10,0.000136562165375498,2.0947740321469e-11,0.000808468738480139,missense|LC,3188247102,3,188247102,
OSGIN1,ENSG00000140961,1.51862602335857e-10,0.00101086468386002,2.28996198232512e-11,-0.00058290901328295,missense|LC,16083949392,16,83949392,
COL8A2,ENSG00000171812,1.65820426370191e-10,2.36886323385987e-11,0.000159491957927194,0.00181469541668626,missense|LC,1036091178,1,36091178,
GH1,ENSG00000259384,2.15192308417045e-10,4.16719117656059e-11,0.00267324504890465,-0.00190249619448089,missense|LC,17063917158,17,63917158,
AC127029.3,ENSG00000285947,2.1520696336097e-10,5.49046681486166e-11,0.00267102447563672,-0.00188199288147097,missense|LC,17063917158,17,63917158,
SHBG,ENSG00000129214,2.15219730925753e-10,4.13163738482015e-10,4.87377859402822e-10,-0.00218600035584593,missense|LC,17007626355,17,7626355,
HSD11B2,ENSG00000176387,2.15392481628385e-10,3.66525330374682e-10,8.94057898825906e-8,-0.00272952721347614,missense|LC,16067431183,16,67431183,
MC3R,ENSG00000124089,2.21539342426524e-10,2.45806946796989e-7,8.44402138654901e-10,-0.00212818549645569,missense|LC,20056248759,20,56248759,
IGFALS,ENSG00000099769,2.2354540440972e-10,4.83155401834401e-11,0.00309679406085117,-0.00125148101314203,missense|LC,16001785477,16,1785477,
FBXL12,ENSG00000127452,2.32338037697843e-10,3.38765669870761e-10,5.12294358934184e-7,0.00225735535334046,missense|LC,19009810837,19,9810837,
PHC3,ENSG00000173889,2.45331320290026e-10,0.000112243076103469,3.56353240297607e-11,0.000875179105927496,missense|LC,3170083948,3,170083948,
CPT1A,ENSG00000110090,2.7813062963844e-10,4.54953434979203e-10,4.65374604408098e-7,0.00162482035805023,missense|LC,11068750116,11,68750116,
PDE3B,ENSG00000152270,2.89473445214128e-10,3.26400624306444e-8,2.70632418955059e-9,0.00112509680362756,missense|LC,11014643928,11,14643928,
SAMD4A,ENSG00000020577,3.04420821883866e-10,0.640284453673387,4.41220597451387e-11,-0.00011777417451212,missense|LC,14054567822,14,54567822,
ACE,ENSG00000159640,3.10348191590037e-10,2.4508699947301e-7,6.62232639836446e-8,-0.000748025140461921,missense|LC,17063472061,17,63472061,
ARMC5,ENSG00000140691,5.10910980189294e-10,0.00129102920876134,3.42842007592887e-10,0.000700374059284997,missense|LC,16031458324,16,31458324,
ZNF646,ENSG00000167395,1.76028491782887e-9,0.505319524898838,9.5940598778804e-10,0.00011015944916147,missense|LC,16031076197,16,31076197,
BPIFB6,ENSG00000167104,1.77170256243642e-9,0.000342160964252103,1.94864450145015e-9,0.000990006231816091,missense|LC,20033031584,20,33031584,
C16orf70,ENSG00000125149,3.21907389633225e-9,1.6809883995883e-7,3.2819347187025e-9,0.00176551475105854,missense|LC,16067110082,16,67110082,
PREB,ENSG00000138073,3.62130203601652e-9,0.0000488628357393495,4.5112642180847e-9,-0.00204962189310981,missense|LC,2027128338,2,27128338,
PBX1,ENSG00000185630,4.10580897904562e-9,0.0512055826731563,1.36860299301521e-9,-0.00174660729923761,missense|LC,1164559765,1,164559765,
PRRG3,ENSG00000130032,6.44451614295605e-9,3.72627795286462e-8,3.16943595812802e-8,-0.00186091088075877,missense|LC,23151698755,X,151698755,
FER,ENSG00000151422,6.48180031870282e-9,2.3642814594993e-8,6.80095154192983e-7,-0.00178648828332295,missense|LC,5108798145,5,108798145,
CLU,ENSG00000120885,6.71337962998564e-9,0.0132956133373759,7.22314935679944e-9,-0.000751520188601301,missense|LC,8027598164,8,27598164,
BTN3A3,ENSG00000111801,6.92226387322137e-9,0.000259525707423269,6.4064773375172e-8,-0.000856065867907606,missense|LC,6026443373,6,26443373,
PTH1R,ENSG00000160801,8.42016626453135e-9,0.00000726437916132028,4.89013612290098e-9,0.00152686362846926,missense|LC,3046883466,3,46883466,
ANKZF1,ENSG00000163516,8.53150051266717e-9,0.0402519555846601,2.84383350422239e-9,0.000282883176799648,missense|LC,2219224806,2,219224806,
CD248,ENSG00000174807,1.01898515422006e-8,0.0000115416130821444,3.94481382004486e-8,-0.000886839762684899,missense|LC,11066314691,11,66314691,
JMJD4,ENSG00000081692,1.24279280200312e-8,0.000636975556414177,4.14264267334374e-9,-0.000749323938887371,missense|LC,1227732296,1,227732296,
H1-4,ENSG00000168298,1.35509163889935e-8,3.81843957564243e-8,0.0000116220127172051,0.00152201866348174,missense|LC,6026156316,6,26156316,
LRP10,ENSG00000197324,1.59676599720271e-8,0.00510341304732431,1.66245657240438e-8,0.00073179317970501,missense|LC,14022872219,14,22872219,
TRAIP,ENSG00000183763,1.76524167448359e-8,0.0000595889900650848,5.97410596567645e-9,0.00167506850095653,missense|LC,3049828989,3,49828989,
E4F1,ENSG00000167967,1.98466056922086e-8,0.000415391017540734,4.17062195889883e-8,-0.000755801848819252,missense|LC,16002223482,16,2223482,
VASN,ENSG00000168140,2.09633437574112e-8,0.339241685029759,2.99476339391589e-9,-0.00021716205787919,missense|LC,16004380768,16,4380768,
FLNB,ENSG00000136068,2.24052779662642e-8,2.72437651327451e-8,0.000173357950620678,-0.000928637591384358,missense|LC,3058008460,3,58008460,
FAM111A,ENSG00000166801,2.92053313789283e-8,0.00000501745617631499,1.67917018067953e-8,0.00119221291518759,missense|LC,11059148841,11,59148841,
SPARC,ENSG00000113140,2.94092871166995e-8,9.88268052060093e-7,7.31072204995797e-8,-0.00151188262851059,missense|LC,5151663505,5,151663505,
KIFC1,ENSG00000237649,4.71936176804633e-8,0.320570018489957,8.64621862994852e-8,-0.000185183323639637,missense|LC,6033391894,6,33391894,
RIN1,ENSG00000174791,5.3560875734604e-8,0.0000124770506092498,8.5591091991688e-8,0.000902103532600875,missense|LC,11066332207,11,66332207,
C6orf132,ENSG00000188112,6.57279598526017e-8,0.0535582371056007,2.58348639127363e-8,0.000297269799650959,missense|LC,6042103702,6,42103702,
DUSP16,ENSG00000111266,6.72675574131532e-8,0.01411161382825,5.27469592448426e-8,0.000687715200535677,missense|LC,12012476757,12,12476757,
KAT2B,ENSG00000114166,7.64867818931963e-8,0.000248702016400815,3.32613427911355e-8,0.000836423450884099,missense|LC,3020040358,3,20040358,
ARPC1B,ENSG00000130429,9.65359079341255e-8,1.17649288200461e-7,0.00000334254440870208,-0.00170694849578315,missense|LC,7099385642,7,99385642,
SERPINH1,ENSG00000149257,1.10052626345336e-7,3.66842087817787e-8,0.0170526602091907,-0.00268274717183682,missense|LC,11075566248,11,75566248,
CDCA4,ENSG00000170779,1.36081952928357e-7,4.53952000323277e-7,2.72294667258421e-7,0.00165766688190961,missense|LC,14105011101,14,105011101,
FBXL19,ENSG00000099364,1.36737635769713e-7,0.00118192311958631,1.70324264470167e-7,0.00105054510691553,missense|LC,16030924575,16,30924575,
LRRC8A,ENSG00000136802,1.62489929844689e-7,3.59020507434415e-7,0.00000351841646129003,-0.00170302769761942,missense|LC,9128907101,9,128907101,
HMGA2,ENSG00000149948,2.01498967622449e-7,1.60513595193201e-7,0.000138050206622387,-0.0120116006512444,missense|LC,12065825196,12,65825196,
LOXL2,ENSG00000134013,2.03061216841327e-7,4.68815311921633e-8,0.152290536763299,0.00182560799856725,missense|LC,8023293244,8,23293244,
POR,ENSG00000127948,2.38862900014958e-7,1.39739103399705e-7,0.000376702489110481,0.00130373919481415,missense|LC,7075953924,7,75953924,
AC004922.1,ENSG00000284292,2.47465065106311e-7,0.0000418844897249748,2.929625191328e-7,-0.00143906340147607,missense|LC,7099333299,7,99333299,
SHANK1,ENSG00000161681,2.48521848433825e-7,0.0544821109233726,1.07165277207777e-7,-0.000372319593683161,missense|LC,19050657864,19,50657864,
JAK2,ENSG00000096968,2.84602525546518e-7,5.4703104312992e-7,0.00000266757807909634,-0.00107277747297314,missense|LC,9005021944,9,5021944,
ZCCHC24,ENSG00000165424,2.91166952215427e-7,0.00038901870319108,3.36394445854538e-7,-0.00244448326946565,missense|LC,10079386275,10,79386275,
PLEC,ENSG00000178209,3.03333832496477e-7,0.00000484130769029534,0.00000770509716629952,-0.000319053950593384,missense|LC,8143916118,8,143916118,
CCDC96,ENSG00000173013,3.31104364148516e-7,0.00000293664876460653,0.00000813260307697128,-0.00199427787854764,missense|LC,4007041119,4,7041119,
FNDC3B,ENSG00000075420,3.33282823783421e-7,0.0000502484650950485,3.40111480978678e-7,0.00102959541795384,missense|LC,3172112447,3,172112447,
SLBP,ENSG00000163950,3.36586249649606e-7,0.0000123388067174712,4.63470330336335e-7,0.00189730229439332,missense|LC,4001693574,4,1693574,
PTPN11,ENSG00000179295,3.375719331844e-7,2.85575220915213e-7,0.230369864488784,-0.00285263392726354,missense|LC,12112419113,12,112419113,
ADCY7,ENSG00000121281,3.56182866867449e-7,0.00000106766064023045,0.00000188899630026995,0.00101003586984759,missense|LC,16050288068,16,50288068,
RPS6KB2,ENSG00000175634,3.65848724204199e-7,0.0000231181757853749,5.73504809531222e-7,-0.00142321287582418,missense|LC,11067423498,11,67423498,
PCNX3,ENSG00000197136,3.97966223530943e-7,0.420627101191633,1.40237220391803e-7,-0.000100370356749252,missense|LC,11065612897,11,65612897,
SUZ12,ENSG00000178691,4.00567293112886e-7,0.0109597772716824,2.77506538526318e-7,-0.000810370409364523,missense|LC,17031937160,17,31937160,
CYP21A2,ENSG00000231852,4.10641346149099e-7,0.00740755907070056,1.68209016937482e-7,-0.000606857423974856,missense|LC,6032038228,6,32038228,
PIAS3,ENSG00000131788,4.45117883773882e-7,0.053099617037673,1.12589472855973e-7,-0.000850692230011938,missense|LC,1145845556,1,145845556,
CERCAM,ENSG00000167123,4.71852552585972e-7,0.121678748855315,3.99909944492904e-7,-0.000361175602802551,missense|LC,9128420836,9,128420836,
IGF1R,ENSG00000140443,5.30391246478246e-7,0.00769915620250106,1.6611395692312e-7,-0.000607142522113834,missense|LC,15098649579,15,98649579,
CROCC,ENSG00000058453,5.68985669802125e-7,0.576121937366957,9.42992678387711e-8,0.0000599602663403974,missense|LC,1016921942,1,16921942,
SCAND1,ENSG00000171222,6.18871413560207e-7,0.000218533710094393,5.89393355232559e-7,0.00246630749197976,missense|LC,20035953689,20,35953689,
GRK6,ENSG00000198055,6.20481979685117e-7,5.20571439066586e-7,0.00011993224132123,0.00172257337996151,missense|LC,5177426777,5,177426777,
PPARA,ENSG00000186951,6.24152126094124e-7,7.80590029392236e-7,0.0000883612854082338,-0.00171299590952228,missense|LC,22046198331,22,46198331,
DEF6,ENSG00000023892,6.37049895169106e-7,0.00000415730315361795,9.18813730210744e-7,-0.00143885400434549,missense|LC,6035292821,6,35292821,
SLC25A25,ENSG00000148339,6.92120437295607e-7,0.168894546608497,7.92318123665758e-7,0.000511049615389035,missense|LC,9128063358,9,128063358,
FBLN7,ENSG00000144152,7.19637614388091e-7,0.0104240658203817,4.38588093953918e-7,0.000784890873493562,missense|LC,2112138522,2,112138522,
PKD1,ENSG00000008710,7.38449897563775e-7,0.0189005432913643,1.34048301680956e-7,0.000175415704496491,missense|LC,16002083710,16,2083710,
AMOTL1,ENSG00000166025,7.66552507691642e-7,0.00005023525939718,0.00000100952100523521,-0.00108836303335664,missense|LC,11094768183,11,94768183,
KCNJ8,ENSG00000121361,8.04876063575932e-7,0.120739609107647,2.32113429698977e-7,-0.00127862941023811,missense|LC,12021765668,12,21765668,
NPC1,ENSG00000141458,8.05433395534294e-7,0.00000174436788591414,0.0000199645131635506,0.00111227980482445,missense|LC,18023526527,18,23526527,
C1orf185,ENSG00000204006,8.08733118917715e-7,5.41434060141732e-7,0.00000137024086765969,-0.00136801764483552,missense|LC,1051112413,1,51112413,
ENPP2,ENSG00000136960,8.51570687743219e-7,0.0000181205200625589,5.95914461998248e-7,0.000960598999931979,missense|LC,8119557467,8,119557467,
TSSK4,ENSG00000139908,9.12102933070535e-7,0.000210817793200868,7.3133420852578e-7,-0.00114775680601596,missense|LC,14024205872,14,24205872,
DOT1L,ENSG00000104885,0.00000100075846509728,0.0704935365362487,4.03702308249265e-7,-0.00042175325392725,missense|LC,19002164132,19,2164132,
AMD1,ENSG00000123505,0.00000106198010008107,0.000128180573241821,0.00000169842931696529,0.00443516377959004,missense|LC,6110875050,6,110875050,
STK26,ENSG00000134602,0.00000108160421297132,8.17457701973723e-7,0.000120650722365001,0.00166786473151233,missense|LC,23132023534,X,132023534,
PHOSPHO1,ENSG00000173868,0.00000109846743712172,0.0000025254719242529,0.0000020693971111152,-0.00155652149629688,missense|LC,17049219470,17,49219470,
VAC14,ENSG00000103043,0.00000115418284885038,0.000314672477874978,8.64153930746347e-7,0.00104946333856206,missense|LC,16070685653,16,70685653,
HTRA1,ENSG00000166033,0.00000126902385011451,0.00000110514985351973,0.000404461465672856,-0.00175236730757666,missense|LC,10122456775,10,122456775,
AC093899.2,ENSG00000251569,0.00000168617055174014,8.64244654175117e-7,0.0000206891685992083,-0.00125607341787587,missense|LC,2169479459,2,169479459,
NFIC,ENSG00000141905,0.00000177537985923681,0.000594443285195423,9.12963902366393e-7,0.00105639014193989,missense|LC,19003366597,19,3366597,
SLC35E3,ENSG00000175782,0.00000182532048187412,0.000015874732811838,0.00000710433251094322,-0.00279016777339445,missense|LC,12068741736,12,68741736,
WLS,ENSG00000116729,0.00000182999629716463,4.85912064140948e-7,0.0731797794171798,-0.00273210695843844,missense|LC,1068098484,1,68098484,
HR,ENSG00000168453,0.00000191620853939867,8.85114119331121e-7,0.000159705153246037,0.000713320315478415,missense|LC,8022115640,8,22115640,
CDC23,ENSG00000094880,0.00000193677505599954,0.00000170003143074027,0.0000120762609669978,0.00168981791585604,missense|LC,5138182654,5,138182654,
SAMHD1,ENSG00000101347,0.00000200154453067203,6.83434061121702e-7,0.000821511531748476,-0.00243306516104156,missense|LC,20036887393,20,36887393,
TNRC6A,ENSG00000090905,0.00000201020245849115,0.0439621250530238,6.13107116964606e-7,0.000318564247563039,missense|LC,16024729718,16,24729718,
KIF7,ENSG00000166813,0.00000204317718788261,0.196882768412778,6.82633390813869e-7,-0.0002382647058093,missense|LC,15089623540,15,89623540,
FLOT1,ENSG00000137312,0.00000205089179616813,0.000109580363611528,0.00000235320838515296,-0.00236860364211528,missense|LC,6030722856,6,30722856,
USP37,ENSG00000135913,0.00000205092233840354,0.00000380259070764666,0.00000557879039930764,0.00113382523863051,missense|LC,2218449183,2,218449183,
CEP250,ENSG00000126001,0.0000021629331651285,0.0178075040277492,0.0000018911213692796,-0.000321397544955765,missense|LC,20035462304,20,35462304,
SIX6,ENSG00000184302,0.00000225694877897809,0.0000644928296481551,0.0000024213934191053,0.00130554765396811,missense|LC,14060509340,14,60509340,
H1-2,ENSG00000187837,0.00000229392436523757,0.000302259014352879,0.00000217863436657861,-0.00106225539021243,missense|LC,6026055724,6,26055724,
ACTG1,ENSG00000184009,0.00000244495667534039,0.00000289639290307342,0.000364949731755604,-0.00850768180924722,missense|LC,17081510589,17,81510589,
POLB,ENSG00000070501,0.00000249676446362201,0.00000146998676320287,0.000356513162841354,0.00337908622656841,missense|LC,8042338563,8,42338563,
HYAL2,ENSG00000068001,0.00000249983348532545,0.00000109822878657795,0.001232734649522,-0.00250179005469988,missense|LC,3050318035,3,50318035,
CCPG1,ENSG00000260916,0.00000264232771896022,0.000382868929731939,0.00000217851935457869,-0.00076480153717649,missense|LC,15055350678,15,55350678,
PCNA,ENSG00000132646,0.00000267111172091994,0.00000420619232810449,0.000129853824121229,-0.00651791323677628,missense|LC,20005111712,20,5111712,
GHSR,ENSG00000121853,0.00000267583934754345,0.00000101472927305224,0.01669996881475,-0.00255957147652093,missense|LC,3172445071,3,172445071,
LTBP3,ENSG00000168056,0.00000276753005934438,0.169227475236337,0.00000119996351599649,-0.000318417093381578,missense|LC,11065535115,11,65535115,
CPZ,ENSG00000109625,0.00000296663774757011,8.85588506971402e-7,0.00512513857091035,-0.000738482198034631,missense|LC,4008592768,4,8592768,
ZNF366,ENSG00000178175,0.00000300842584544103,0.00527149358595824,0.00000124370514487104,-0.00063532312647449,missense|LC,5072443665,5,72443665,
IGSF1,ENSG00000147255,0.00000312301787641633,0.0000128657439395496,0.00000451851306415563,0.000773164866903245,missense|LC,23131273739,X,131273739,
LGR5,ENSG00000139292,0.00000312837092719676,0.000853594078563003,0.00000167564141195786,0.000704162675208508,missense|LC,12071440002,12,71440002,
B3GNT8,ENSG00000177191,0.00000313677908569954,0.000297176153854162,0.00000235569982787176,0.00107068164727996,missense|LC,19041422081,19,41422081,
CRHR1,ENSG00000120088,0.0000031693833636437,0.000111511762746597,0.0000031945683467427,0.00135555424229683,missense|LC,17045784547,17,45784547,
ZNF799,ENSG00000196466,0.00000333153168541322,0.0898691125054333,0.00000104222704100376,-0.000490263874482621,missense|LC,19012390305,19,12390305,
ZNF341,ENSG00000131061,0.00000337717611409438,0.580752412978318,0.00000119291711353497,-0.000132786399877574,missense|LC,20033731885,20,33731885,
C1orf141,ENSG00000203963,0.00000369656589627176,0.00000873232420595116,0.0000157020030754351,-0.00167063699330606,missense|LC,1067092952,1,67092952,
CFAP65,ENSG00000181378,0.00000391142043365544,0.119269805411069,0.00000125149769347743,0.000274755277822422,missense|LC,2219002878,2,219002878,
PSORS1C2,ENSG00000204538,0.00000395426524912867,0.00465710638141947,0.00000135893112784835,-0.000917628704987896,missense|LC,6031137934,6,31137934,
CUL9,ENSG00000112659,0.00000419352400971018,0.00144296864420235,0.00000300923662344132,-0.000390990245226729,missense|LC,6043178203,6,43178203,
ASPN,ENSG00000106819,0.00000421126323302268,0.00000511390713564541,0.0000161490662911046,-0.000916363135105842,missense|LC,9092456873,9,92456873,
NOSTRIN,ENSG00000163072,0.00000431088908414701,0.0000159541714753741,0.00000669551081278197,-0.00206154195267341,missense|LC,2168851086,2,168851086,
RFLNB,ENSG00000183688,0.00000442858722704553,0.00000365593412121612,0.0000101575607357463,-0.00107607335812229,missense|LC,17000442787,17,442787,
DTL,ENSG00000143476,0.00000450140258778653,0.000107161990232862,0.0000152542998315131,-0.00212969877721435,missense|LC,1212035316,1,212035316,
MRPL51,ENSG00000111639,0.00000478403567938379,0.00000392913368985059,0.000091482057610337,-0.00159775648731537,missense|LC,12006492188,12,6492188,
SCML2,ENSG00000102098,0.00000506377077758025,0.000379757114858603,0.00000415837563949584,0.00142747765800001,missense|LC,23018241219,X,18241219,
PIGQ,ENSG00000007541,0.00000520269366044435,0.00661872183185985,0.00000276559803047416,-0.000541668851613835,missense|LC,16000565018,16,565018,
RUFY4,ENSG00000188282,0.00000522115464052231,0.000359630452657966,0.00000407992825435244,-0.000849303414707909,missense|LC,2218070543,2,218070543,
SCUBE3,ENSG00000146197,0.00000524620328867798,0.0686109899799333,0.0000031172510478461,-0.000446549304854294,missense|LC,6035214362,6,35214362,
MTREX,ENSG00000039123,0.00000545338380231186,0.0000028783367056473,0.0022554962514626,0.00137790856989723,missense|LC,5055307318,5,55307318,
IFTAP,ENSG00000166352,0.00000607989514311846,0.0000049496799880977,0.000175782106400457,0.00263471899049119,missense|LC,11036592472,11,36592472,
GHRH,ENSG00000118702,0.00000610694502822806,0.00000526023204416859,0.000640324255960611,-0.00620552311806015,missense|LC,20037251176,20,37251176,
GTF2E2,ENSG00000197265,0.0000061921817694488,0.0000609335353596308,0.00000768158501096572,0.00123461290607597,missense|LC,8030578931,8,30578931,
TSBP1,ENSG00000204296,0.0000070316375671009,0.0000063124269221726,0.0000234902197813192,-0.000867298329672648,missense|LC,6032292959,6,32292959,
TRIM44,ENSG00000166326,0.00000722110696038669,0.00000639866232532427,0.016567390578145,-0.00136054299314661,missense|LC,11035662943,11,35662943,
INSR,ENSG00000171105,0.00000757917728921864,0.00002491951472261,0.0000379983298177677,-0.000916777786998283,missense|LC,19007117013,19,7117013,
C18orf25,ENSG00000152242,0.0000076970535939358,0.000449390926014259,0.00000324436470555689,-0.000998788909679789,missense|LC,18046215811,18,46215811,
TAP2,ENSG00000204267,0.00000802877346173236,0.0000068572410398815,0.0000413689600502476,-0.000989527755812669,missense|LC,6032825913,6,32825913,
FXYD1,ENSG00000266964,0.00000817909292716301,0.00001513722376556,0.00000798368321053289,0.00159831289236803,missense|LC,19035133994,19,35133994,
