Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
CASTOR1,ENSG00000239282,0.00283504814837854,0.00153068175347837,0.161178883998095,0.0244971966497686,missense|LC,22030285575,22,30285575,
GLRX2,ENSG00000023572,0.00286082326238035,0.0110999395172262,0.00210331298426225,0.0245197001860238,missense|LC,1193091599,1,193091599,
CCNC,ENSG00000112237,0.002879439104987,0.0599331307869406,0.0015447119426153,0.0346584250423467,missense|LC,6099543479,6,99543479,
CCL16,ENSG00000275152,0.00289642427049219,0.0143690649320778,0.00200552185168479,0.0294781558945209,missense|LC,17035977496,17,35977496,
IKZF1,ENSG00000185811,0.00290469780304692,0.00130532504974679,0.999994242296315,-0.0311564966173866,missense|LC,7050319028,7,50319028,
ITGB3BP,ENSG00000142856,0.00290873863278363,0.00329357853153434,0.00959513910682064,0.0523635408652505,missense|LC,1063436760,1,63436760,
OR8G3P,ENSG00000255425,0.00292044424874027,0.00166610637223619,0.256048193893673,-0.0132247670778307,missense|LC,11124207819,11,124207819,
DNAJC17,ENSG00000104129,0.00292549143867282,0.00368742363472119,0.00338450752694475,0.00966504380895764,missense|LC,15040764101,15,40764101,
CCL20,ENSG00000115009,0.00292760112422363,0.0227122230196508,0.00183856633047919,0.0399327558349686,missense|LC,2227813870,2,227813870,
AP1M2,ENSG00000129354,0.00293892739560231,0.00142164406879441,0.115143544638977,0.0155970195787223,missense|LC,19010568416,19,10568416,
SDHAF1,ENSG00000205138,0.00295517924752386,0.0291463780890274,0.00191414729127704,0.0349923558846819,missense|LC,19035995226,19,35995226,
PKIB,ENSG00000135549,0.00300243867708216,0.00404013969373052,0.00301017989266583,0.0355778885292061,missense|LC,6122471605,6,122471605,
AC004593.2,ENSG00000285162,0.00304986274718577,0.00176775440464016,0.0610568308557877,0.0149136595181946,missense|LC,7029120831,7,29120831,
NR1H3,ENSG00000025434,0.00312545052203717,0.0768392319694052,0.00175275373392603,0.0125395025538571,missense|LC,11047243300,11,47243300,
CHMP1B,ENSG00000255112,0.0031631828668558,0.131606869358555,0.00147717318568863,0.0185310628365862,missense|LC,18011851392,18,11851392,
TDRD5,ENSG00000162782,0.00317367328504847,0.469194207748716,0.00153458951986063,0.00198017401387752,missense|LC,1179592551,1,179592551,
CCT6A,ENSG00000146731,0.00327815475857374,0.106009844832591,0.00228787495048055,0.00810694141035097,missense|LC,7056051731,7,56051731,
SIX3,ENSG00000138083,0.00328089890330585,0.0241079741264378,0.00232200336952837,-0.0117081710421525,missense|LC,2044942048,2,44942048,
HIBADH,ENSG00000106049,0.00339223696540003,0.0991013429366965,0.00212599538886238,0.0103866970172743,missense|LC,7027526143,7,27526143,
ST8SIA2,ENSG00000140557,0.00339676983043291,0.00164533398806999,0.205897746646242,0.0258253585036104,missense|LC,15092393999,15,92393999,
ZNF17,ENSG00000186272,0.00346433480013664,0.00206184247382568,0.0585761026943685,0.0112608613264937,missense|LC,19057411266,19,57411266,
ZNF461,ENSG00000197808,0.00348691418894409,0.00167706606619844,0.153363378056702,0.0151857156683735,missense|LC,19036638594,19,36638594,
ZIM3,ENSG00000141946,0.00355205631525546,0.0414110446469524,0.00229156186382917,0.00833375898490295,missense|LC,19057129099,19,57129099,
RGS9BP,ENSG00000186326,0.00360388461957362,0.00215717100808754,0.0279361900328894,0.0273412959712671,missense|LC,19032673205,19,32673205,
YPEL4,ENSG00000166793,0.0036351195407105,0.191899927116595,0.00205839591036105,0.0264331887008574,missense|LC,11057645903,11,57645903,
GAB3,ENSG00000160219,0.0036450997669909,0.0161642777260844,0.00321689326924357,0.015946144568764,missense|LC,23154678203,X,154678203,
CBX1,ENSG00000108468,0.00365057824752357,0.0207428015425584,0.00241752398048001,0.0505442931593861,missense|LC,17048071346,17,48071346,
SERPINB7,ENSG00000166396,0.00369795928691341,0.0131860511498387,0.00242611027949302,0.0140537180286383,missense|LC,18063782320,18,63782320,
MYL12B,ENSG00000118680,0.00374063081860387,0.0055938652896329,0.00764900456979134,0.0655169206438695,missense|LC,18003271988,18,3271988,
NODAL,ENSG00000156574,0.00374730136730805,0.00230076942245561,0.0217588061630073,0.0202889501689211,missense|LC,10070432838,10,70432838,
BRCA2,ENSG00000139618,0.003780374817271,0.226321553024358,0.00170116749821192,-0.00183975650152179,missense|LC,13032310603,13,32310603,
SNAP23,ENSG00000092531,0.00378990239161214,0.00373136661129103,0.00761003525992399,0.0287369886142336,missense|LC,15042511809,15,42511809,
RNASE11,ENSG00000173464,0.00383788078959979,0.0116390063120417,0.00280082472531995,0.0145477528157597,missense|LC,14020583784,14,20583784,
TADA2B,ENSG00000173011,0.00386452443215035,0.033543043087953,0.002438508536724,-0.0157859889389958,missense|LC,4007041119,4,7041119,
BSND,ENSG00000162399,0.0039432699679377,0.00245339378059128,0.0120081628635171,0.0325304657202713,missense|LC,1054999082,1,54999082,
CCDC179,ENSG00000255359,0.0039905300056694,0.00604351135052317,0.00375585550552204,-0.0150857940179465,missense|LC,11022847463,11,22847463,
RRAGD,ENSG00000025039,0.0040436725468449,0.0114072308650907,0.00341396769915336,0.0202862508998002,missense|LC,6089367976,6,89367976,
NAA11,ENSG00000156269,0.00411417392771818,0.069745539026967,0.00219945368922514,0.0173474100946939,missense|LC,4079325108,4,79325108,
CXXC4,ENSG00000168772,0.00413373778728732,0.789202170077317,0.0020051145188732,-0.00143995713601147,missense|LC,4104472285,4,104472285,
PRPF38B,ENSG00000134186,0.00417944518022217,0.0024459505746206,0.0305455153867675,0.0134306571773063,missense|LC,1108692479,1,108692479,
TIMM8A,ENSG00000126953,0.0042187559028507,0.0451206459429866,0.00280568704446726,0.0474339143590254,missense|LC,23101345601,X,101345601,
KCTD17,ENSG00000100379,0.00421950571960561,0.0164438404434415,0.00307994086157248,0.0124122215534441,missense|LC,22037051616,22,37051616,
NPL,ENSG00000135838,0.00429171830367281,0.523359743161299,0.00216124981407551,-0.00378940128834083,missense|LC,1182794363,1,182794363,
IL20,ENSG00000162891,0.00431303535380456,0.181795065451535,0.00205262715417676,0.0126724196060633,missense|LC,1206865425,1,206865425,
TBX2,ENSG00000121068,0.00432247880654801,0.775118641046238,0.00243768041592074,-0.00102933855256968,missense|LC,17061400100,17,61400100,
PRSS48,ENSG00000189099,0.00438569395693622,0.0208098736503627,0.00298183333939406,0.0106219591949447,missense|LC,4151277171,4,151277171,
ARID2,ENSG00000189079,0.00442020704600987,0.00290407463259845,0.0288416001022799,0.00956520313400274,missense|LC,12045729751,12,45729751,
NOXRED1,ENSG00000165555,0.00443758951002671,0.0202854264365089,0.00363577422916728,0.00967359826417726,missense|LC,14077390995,14,77390995,
PEX11A,ENSG00000166821,0.00445499147264194,0.00495074828172259,0.00878438948581606,0.020143715531472,missense|LC,15089677401,15,89677401,
DHRSX,ENSG00000169084,0.00451198415000353,0.00865697377698815,0.00934970586759443,0.0188309045849878,missense|LC,23002220964,X,2220964,
CAMKK2,ENSG00000110931,0.00460306944865618,0.0387321945408461,0.00311853436065235,0.007302224833572,missense|LC,12121232702,12,121232702,
PABPN1L,ENSG00000205022,0.00468543745378769,0.301687145944388,0.00232585885934833,0.00264396749287184,missense|LC,16088858523,16,88858523,
AL365214.2,ENSG00000281613,0.00472916746086749,0.00400771975391068,0.0122260437212374,0.0216936314483068,missense|LC,6112253674,6,112253674,
SSX7,ENSG00000187754,0.00475944414009011,0.0284178926175295,0.00300730757073131,0.017408097453578,missense|LC,23052644575,X,52644575,
PRSS35,ENSG00000146250,0.00475995991990685,0.00748130798200242,0.0104923142216002,0.0188427819550927,missense|LC,6083523370,6,83523370,
PFKFB1,ENSG00000158571,0.00480769256963609,0.010479846201746,0.00629831290705318,0.0100992032349087,missense|LC,23054928526,X,54928526,
WNT7A,ENSG00000154764,0.00484416497257445,0.12755865953714,0.00226015890506281,0.0137267315402333,missense|LC,3013818799,3,13818799,
LZTS1,ENSG00000061337,0.00486368161172246,0.579382324212102,0.00238341921193397,-0.00153988475487158,missense|LC,8020249611,8,20249611,
RAB35,ENSG00000111737,0.00486963671120688,0.0568385618122751,0.00267743933849796,0.0312353950254483,missense|LC,12120090108,12,120090108,
LAG3,ENSG00000089692,0.0048719575667141,0.003561452932206,0.0126105737083168,0.0095708418689459,missense|LC,12006769530,12,6769530,
OR14J1,ENSG00000204695,0.00492281566634178,0.00249509127439052,0.241879968462007,-0.02177295417732,missense|LC,6029306662,6,29306662,
KRTAP4-2,ENSG00000244537,0.00494702515542333,0.663795418333805,0.00246061992066371,0.00420900806423146,missense|LC,17041177624,17,41177624,
ENGASE,ENSG00000167280,0.00497194816868041,0.340484208320598,0.00233436544011378,0.00302309976157006,missense|LC,17079074789,17,79074789,
C1QTNF3,ENSG00000082196,0.00498080173014404,0.0362176586719571,0.00336817288996683,0.0259876166259938,missense|LC,5034020481,5,34020481,
BRAT1,ENSG00000106009,0.00498365900069964,0.00234862605918984,0.0948476156541277,-0.00564542322432407,missense|LC,7002537908,7,2537908,
METRNL,ENSG00000176845,0.00500258126988085,0.00752658630711711,0.00780407414585604,0.0140342698741371,missense|LC,17083079755,17,83079755,
SOX30,ENSG00000039600,0.00500424390173781,0.0884026771667809,0.00275884233712187,-0.0047831274939148,missense|LC,5157626267,5,157626267,
MMAB,ENSG00000139428,0.00505450029158716,0.280574108704667,0.00283959374817766,0.00535667557358268,missense|LC,12109556998,12,109556998,
INTS9,ENSG00000104299,0.00505764501500672,0.0690596066777898,0.00268869801714666,0.0117881565612759,missense|LC,8028768080,8,28768080,
OR10G2,ENSG00000255582,0.00505874115533322,0.182524155915711,0.00268062851659745,0.00739243018372492,missense|LC,14021633877,14,21633877,
CD200R1,ENSG00000163606,0.00507724024713996,0.00625480234238185,0.00365414698520006,0.00931896512058463,missense|LC,3112923680,3,112923680,
BYSL,ENSG00000112578,0.00512575502071089,0.0103671046010013,0.00410808123022433,0.00973668704433489,missense|LC,6041916689,6,41916689,
TRAF2,ENSG00000127191,0.00516562878549653,0.0109891056374826,0.00636418485192403,0.0137836184469959,missense|LC,9136881869,9,136881869,
ABCG5,ENSG00000138075,0.00526264114113317,0.0231124131353003,0.00306392198032235,0.00598698842462798,missense|LC,2043809660,2,43809660,
AC004997.1,ENSG00000248751,0.00527828187462254,0.00285091210513011,0.483847905892317,0.0157000667606918,missense|LC,22030285575,22,30285575,
EID1,ENSG00000255302,0.00528147042721139,0.171173036930287,0.00278053925223054,0.0154065778162408,missense|LC,15048877365,15,48877365,
SLC7A6OS,ENSG00000103061,0.0052925445394314,0.083973775599562,0.00261328283866924,0.0130999368106862,missense|LC,16068294673,16,68294673,
ZNF678,ENSG00000181450,0.00531931161933763,0.0026556740504049,0.405448039332942,-0.0189700580671309,missense|LC,1227563614,1,227563614,
GBA3,ENSG00000249948,0.00565416061264068,0.00359978836283059,0.017237062537462,0.00961459340555346,missense|LC,4022692958,4,22692958,
SPRR2D,ENSG00000163216,0.00565798446265886,0.0109662941230224,0.00435526283016563,0.0346073389021776,missense|LC,1153039955,1,153039955,
MAP4K3,ENSG00000011566,0.00568510666397326,0.0215366569700024,0.00347220616866661,-0.00618189614435524,missense|LC,2039250563,2,39250563,
GCHFR,ENSG00000137880,0.00571702149098641,0.318441653838742,0.00285804365171272,0.0117301071939417,missense|LC,15040764101,15,40764101,
CUX2,ENSG00000111249,0.00571872231718318,0.211613494601112,0.00313410444327777,-0.00336481015762147,missense|LC,12111034088,12,111034088,
ZNF169,ENSG00000175787,0.00578948350844388,0.259696842572927,0.0030595286105991,0.00610730457413415,missense|LC,9094278743,9,94278743,
DLX1,ENSG00000144355,0.00581261345517847,0.152564859897391,0.00290433937534396,0.0247153739679191,missense|LC,2172085589,2,172085589,
SNX13,ENSG00000071189,0.0058411931695258,0.0503772540265972,0.0031662870866217,0.00756442401789322,missense|LC,7017793955,7,17793955,
RPE65,ENSG00000116745,0.00587560693057831,0.0107379694856203,0.00948294733732802,0.0153194937632996,missense|LC,1068429685,1,68429685,
SURF6,ENSG00000148296,0.00588920537583681,0.00345927153980274,0.104763614819711,0.00947123694265405,missense|LC,9133331736,9,133331736,
IFITM2,ENSG00000185201,0.00596001845404048,0.00297333142861111,0.0898594084283699,0.0278110490590262,missense|LC,11000308075,11,308075,
CNKSR2,ENSG00000149970,0.00598939898302353,0.490399710995109,0.00303317444129436,0.00464991765396903,missense|LC,23021374860,X,21374860,
HTR2A,ENSG00000102468,0.00604386547768188,0.115470456628908,0.00443985281294101,0.00918567365671858,missense|LC,13046834774,13,46834774,
TBRG4,ENSG00000136270,0.00604715641572218,0.00452188814024235,0.013860351063704,-0.010498097814305,missense|LC,7045100265,7,45100265,
ADI1,ENSG00000182551,0.006058968589011,0.00790130616756024,0.00612417452927771,0.0132993310540204,missense|LC,2003498807,2,3498807,
PPP1R32,ENSG00000162148,0.00606104835415455,0.0101897640547988,0.00526295145381284,0.00590385731169758,missense|LC,11061481780,11,61481780,
THEM6,ENSG00000130193,0.0060612580027839,0.0105598016079018,0.00971283798967693,0.024739319631133,missense|LC,8142727245,8,142727245,
NCAM1,ENSG00000149294,0.00606341393144683,0.00441640839580804,0.0189153430794762,0.0541755063987108,missense|LC,11112961595,11,112961595,
DIRAS3,ENSG00000162595,0.00610073484690898,0.91558458179385,0.0033122859617738,0.00127331926722219,missense|LC,1068046535,1,68046535,
COX6B2,ENSG00000160471,0.00619907350529048,0.00542162560035186,0.0198786875284382,-0.0180316672583609,missense|LC,19055346110,19,55346110,
INSL6,ENSG00000120210,0.00636464946574766,0.00373369601294904,0.0600397642786676,0.0112296224942556,missense|LC,9005163889,9,5163889,
BCL2L2,ENSG00000129473,0.00638092511695187,0.0455018049567557,0.00385025628986302,0.0282270548751767,missense|LC,14023301835,14,23301835,
PRMT1,ENSG00000126457,0.00640350651680388,0.221860242155384,0.00321749345532596,0.016217439653221,missense|LC,19049673646,19,49673646,
CFAP221,ENSG00000163075,0.00641454933343433,0.213795363173336,0.00343845382225705,0.00506624715884536,missense|LC,2119546033,2,119546033,
DTHD1,ENSG00000197057,0.00645550019888241,0.780409411282111,0.00366532190226754,-0.00104957213344011,missense|LC,4036281587,4,36281587,
ARL5B,ENSG00000165997,0.00649666670408333,0.501296701356973,0.00315812863253173,0.0122478559917237,missense|LC,10018654996,10,18654996,
VARS1,ENSG00000204394,0.00651614827640634,0.00361419125679652,0.135281695001477,0.00800633808082261,missense|LC,6031772846,6,31772846,
FGFR1OP2,ENSG00000111790,0.00652949545855119,0.288252152036261,0.00380622621551541,0.0107065342069416,missense|LC,12026934521,12,26934521,
BBS1,ENSG00000174483,0.00655433475159029,0.00356671201955472,0.0629820637181698,-0.0106605404933783,missense|LC,11066508965,11,66508965,
MSX2,ENSG00000120149,0.00659499236442895,0.553500557732547,0.00375600402016263,0.0059356125591268,missense|LC,5174724537,5,174724537,
ATXN1,ENSG00000124788,0.00661463564838305,0.099693432102991,0.00332827055444485,0.00458279738980692,missense|LC,6016294954,6,16294954,
SHC1,ENSG00000160691,0.00662283645013684,0.00353543240953369,0.0212224681212154,0.0125987575668209,missense|LC,1154958715,1,154958715,
NCAPD3,ENSG00000151503,0.00670200906560725,0.0979969662138001,0.00328184261447939,0.00403644073551942,missense|LC,11134145912,11,134145912,
TAPT1,ENSG00000169762,0.00671460848153327,0.0731844263607435,0.00345709575337683,0.00695716714878127,missense|LC,4016163268,4,16163268,
MARCO,ENSG00000019169,0.00675754788926464,0.00409610328245713,0.0335739950750212,0.0106209299303103,missense|LC,2118942275,2,118942275,
LONRF2,ENSG00000170500,0.00677700570766282,0.00348731948516257,0.0485358660276092,0.00969986927570625,missense|LC,2100284218,2,100284218,
MRPL17,ENSG00000158042,0.00678668869350907,0.0249091925287385,0.00570705841067976,0.0294786821256031,missense|LC,11006682013,11,6682013,
